id_protocolo	n_acoes_avaliadas	acertos	erros	taxa_erro	max_erros_consecutivos	itens
PR0078	5	4	1	0.2	1	acao_presente=categoria | acao_presente=posicionamento | acao_presente=simbolo_categoria | ajuda=sim | categoria=Composição | correcao_apos_erro=sim | erro_categoria=sim | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
PR0079	11	8	3	0.2727272727272727	2	acao_presente=categoria | acao_presente=posicionamento | acao_presente=simbolo_categoria | acao_presente=sinal | ajuda=sim | categoria=Comparação | correcao_apos_erro=sim | erro_categoria=sim | erro_posicionamento=sim | erro_resultado=nao | erro_simbolo_categoria=sim | erro_sinal=nao | erros_consecutivos=2mais | feedback=sim | taxa_erro=media | tem_erro=sim
PR0080	6	4	2	0.3333333333333333	2	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=sim | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=2mais | feedback=nao | taxa_erro=media | tem_erro=sim
PR0081	19	11	8	0.42105263157894735	3	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | acao_presente=simbolo_categoria | acao_presente=sinal | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=sim | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=sim | erro_sinal=sim | erros_consecutivos=2mais | feedback=sim | taxa_erro=alta | tem_erro=sim
PR0082	5	5	0	0.0	0	acao_presente=categoria | acao_presente=posicionamento | acao_presente=simbolo_categoria | ajuda=nao | categoria=Composição | correcao_apos_erro=nao | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=0 | feedback=sim | taxa_erro=baixa | tem_erro=nao
PR0083	5	4	1	0.2	1	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | acao_presente=simbolo_categoria | ajuda=sim | categoria=Composição | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
PR0084	12	8	4	0.3333333333333333	2	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | acao_presente=simbolo_categoria | acao_presente=sinal | ajuda=sim | categoria=Comparação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=sim | erro_simbolo_categoria=nao | erro_sinal=sim | erros_consecutivos=2mais | feedback=sim | taxa_erro=media | tem_erro=sim
PR0085	9	4	5	0.5555555555555556	3	acao_presente=categoria | acao_presente=posicionamento | acao_presente=simbolo_categoria | ajuda=sim | categoria=Comparação | correcao_apos_erro=sim | erro_categoria=sim | erro_posicionamento=sim | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=2mais | feedback=sim | taxa_erro=alta | tem_erro=sim
PR0086	4	4	0	0.0	0	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=nao | categoria=Composição | correcao_apos_erro=nao | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=0 | feedback=nao | taxa_erro=baixa | tem_erro=nao
PR0087	17	9	8	0.47058823529411764	3	acao_presente=ajuda | acao_presente=categoria | acao_presente=duvida | acao_presente=outra | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Composição | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=2mais | feedback=sim | taxa_erro=alta | tem_erro=sim
PR0088	6	4	2	0.3333333333333333	1	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Comparação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=sim | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
PR0089	5	4	1	0.2	1	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | acao_presente=sinal | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=sim | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
PR0090	4	4	0	0.0	0	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Composição | correcao_apos_erro=nao | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=0 | feedback=nao | taxa_erro=baixa | tem_erro=nao
PR0091	7	4	3	0.42857142857142855	2	acao_presente=categoria | acao_presente=confirmacao | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=sim | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=2mais | feedback=sim | taxa_erro=alta | tem_erro=sim
PR0092	5	4	1	0.2	1	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Comparação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
PR0093	4	4	0	0.0	0	acao_presente=categoria | acao_presente=leitura | acao_presente=resultado | ajuda=sim | categoria=Transformação | correcao_apos_erro=nao | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=0 | feedback=nao | taxa_erro=baixa | tem_erro=nao
PR0094	4	4	0	0.0	0	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Comparação | correcao_apos_erro=nao | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=0 | feedback=nao | taxa_erro=baixa | tem_erro=nao
PR0095	9	5	4	0.4444444444444444	2	acao_presente=categoria | acao_presente=resultado | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=sim | erro_posicionamento=nao | erro_resultado=sim | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=2mais | feedback=sim | taxa_erro=alta | tem_erro=sim
PR0096	5	4	1	0.2	1	acao_presente=resultado | ajuda=sim | categoria=Comparação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=sim | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
PR0097	4	4	0	0.0	0	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Composição | correcao_apos_erro=nao | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=0 | feedback=nao | taxa_erro=baixa | tem_erro=nao
PR0098	6	5	1	0.16666666666666666	1	acao_presente=categoria | acao_presente=outra | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=sim | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=baixa | tem_erro=sim
PR0099	6	4	2	0.3333333333333333	1	acao_presente=categoria | acao_presente=leitura | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
PR0100	4	4	0	0.0	0	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Comparação | correcao_apos_erro=nao | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=0 | feedback=nao | taxa_erro=baixa | tem_erro=nao
PR0101	5	4	1	0.2	1	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Comparação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
PR0102	17	16	1	0.058823529411764705	1	acao_presente=ajuda | acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Composição | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=sim | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=baixa | tem_erro=sim
PR0103	3	2	1	0.3333333333333333	1	acao_presente=leitura | acao_presente=resultado | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
PR0104	5	2	3	0.6	3	acao_presente=confirmacao | acao_presente=outra | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=nao | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=2mais | feedback=sim | taxa_erro=alta | tem_erro=sim
PR0105	18	8	10	0.5555555555555556	7	acao_presente=ajuda | acao_presente=categoria | acao_presente=outra | acao_presente=posicionamento | acao_presente=resultado | acao_presente=sinal | ajuda=sim | categoria=Transformação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=sim | erro_simbolo_categoria=nao | erro_sinal=sim | erros_consecutivos=2mais | feedback=sim | taxa_erro=alta | tem_erro=sim
PR0106	8	4	4	0.5	3	acao_presente=categoria | acao_presente=outra | acao_presente=posicionamento | acao_presente=sinal | ajuda=sim | categoria=Comparação | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=sim | erros_consecutivos=2mais | feedback=sim | taxa_erro=alta | tem_erro=sim
PR0107	5	4	1	0.2	1	acao_presente=categoria | acao_presente=posicionamento | acao_presente=resultado | ajuda=sim | categoria=Composição | correcao_apos_erro=sim | erro_categoria=nao | erro_posicionamento=sim | erro_resultado=nao | erro_simbolo_categoria=nao | erro_sinal=nao | erros_consecutivos=1 | feedback=sim | taxa_erro=media | tem_erro=sim
