ordem_global	id_protocolo	sujeito	problema_quadro	categoria	tarefa	avaliacao_ce	task_family	artifact_family	fase_protocolo	historico_erros	consecutivos_bin	ultima_avaliacao	feedback_previo	ajuda_previa	repete_familia	posicao_rotulada	erros_anteriores	acertos_anteriores	erros_consecutivos_antes	pred_j48_cv	pred_part_cv
659	PR0023	S(15-06-10)	02	Comparação	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	0	6	2	3	0	E	E
663	PR0023	S(15-06-10)	02	Comparação	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	1	1	7	2	4	0	C	C
668	PR0023	S(15-06-10)	02	Comparação	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	um	E	0	0	1	8	3	4	1	E	C
673	PR0024	S(15-06-10)	03	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
675	PR0024	S(15-06-10)	03	Composição	Executar ação do sujeito	C	outra	interface	inicio	zero	zero	C	0	0	0	2	0	1	0	C	E
678	PR0024	S(15-06-10)	03	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	E
680	PR0024	S(15-06-10)	03	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	1	1	4	0	3	0	C	C
682	PR0024	S(15-06-10)	03	Composição	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	1	0	1	5	0	4	0	C	C
687	PR0025	S(15-06-10)	04	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
690	PR0025	S(15-06-10)	04	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	E
693	PR0025	S(15-06-10)	04	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	dois	E	0	0	1	3	2	0	2	E	E
699	PR0025	S(15-06-10)	04	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria1	3a5	tresmais	E	0	0	1	4	3	0	3	E	E
705	PR0025	S(15-06-10)	04	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria1	3a5	tresmais	E	0	0	1	5	4	0	4	E	E
710	PR0025	S(15-06-10)	04	Categoria não determinada	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	intermediaria1	3a5	tresmais	E	0	0	0	6	5	0	5	E	C
712	PR0025	S(15-06-10)	04	Categoria não determinada	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	6mais	tresmais	E	1	1	1	7	6	0	6	C	C
714	PR0025	S(15-06-10)	04	Categoria não determinada	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria2	6mais	zero	C	0	0	1	8	6	1	0	C	C
716	PR0025	S(15-06-10)	04	Categoria não determinada	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria2	6mais	zero	C	1	0	1	9	6	2	0	C	C
721	PR0026	S(15-06-10)	05	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
723	PR0026	S(15-06-10)	05	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
726	PR0026	S(15-06-10)	05	Comparação	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	E
728	PR0026	S(15-06-10)	05	Comparação	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	1	4	1	2	1	C	E
730	PR0026	S(15-06-10)	05	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	dois	E	1	1	1	5	2	2	2	C	E
732	PR0026	S(15-06-10)	05	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	1a2	zero	C	0	0	0	6	2	3	0	E	C
734	PR0026	S(15-06-10)	05	Comparação	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	0	7	2	4	0	E	C
736	PR0026	S(15-06-10)	05	Comparação	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	um	E	1	1	1	8	3	4	1	E	E
738	PR0026	S(15-06-10)	05	Comparação	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	zero	C	1	0	1	9	3	5	0	C	C
743	PR0027	S(15-06-10)	06	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	E
745	PR0027	S(15-06-10)	06	Transformação	Executar ação do sujeito	C	outra	interface	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
748	PR0027	S(15-06-10)	06	Transformação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	E
750	PR0027	S(15-06-10)	06	Transformação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	C	C
752	PR0027	S(15-06-10)	06	Transformação	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	0	5	0	4	0	E	E
754	PR0027	S(15-06-10)	06	Transformação	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	intermediaria1	zero	zero	C	1	0	1	6	0	5	0	C	C
756	PR0027	S(15-06-10)	06	Transformação	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	1	7	1	5	1	C	C
758	PR0027	S(15-06-10)	06	Transformação	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria2	1a2	dois	E	1	1	1	8	2	5	2	E	C
763	PR0028	S(15-06-10)	07	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
765	PR0028	S(15-06-10)	07	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
768	PR0028	S(15-06-10)	07	Comparação	Associar incorretamente o número relativo ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	E
770	PR0028	S(15-06-10)	07	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	1	4	1	2	1	E	C
772	PR0028	S(15-06-10)	07	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	dois	E	1	1	1	5	2	2	2	E	C
776	PR0028	S(15-06-10)	07	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	1a2	zero	C	0	0	0	6	2	3	0	C	C
778	PR0028	S(15-06-10)	07	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	0	0	7	2	4	0	E	E
779	PR0028	S(15-06-10)	07	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria2	1a2	zero	C	0	0	1	8	2	5	0	C	C
785	PR0029	Augusto	P3	Transformação	Selecionar a legenda Composição	E	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
789	PR0029	Augusto	P3	Transformação	Selecionar a legenda Transformação	C	categoria	outro	inicio	1a2	um	E	0	0	1	2	1	0	1	E	E
792	PR0029	Augusto	P3	Transformação	Ler o enunciado do problema	C	leitura	diagrama	inicio	1a2	zero	C	0	0	0	3	1	1	0	E	C
793	PR0029	Augusto	P3	Transformação	Associar valor do enunciado a um elemento do modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	0	4	1	2	0	E	C
796	PR0029	Augusto	P3	Transformação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	1	0	1	5	2	2	1	E	E
800	PR0029	Augusto	P3	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	1	0	6	2	3	0	C	C
807	PR0030	Augusto	P2	Transformação	Selecionar a legenda Transformação	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
810	PR0030	Augusto	P2	Transformação	Informar resultado ou valor no modelo	C	resultado	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
811	PR0030	Augusto	P2	Transformação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
812	PR0030	Augusto	P2	Transformação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
814	PR0030	Augusto	P2	Transformação	Informar valor ou número relativo no modelo	E	resultado	campo_resultado	intermediaria1	zero	zero	C	0	1	0	5	0	4	0	C	C
817	PR0030	Augusto	P2	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	1a2	um	E	1	0	1	6	1	4	1	E	C
824	PR0031	Augusto	P4	Comparação	Selecionar a legenda Composição	E	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
828	PR0031	Augusto	P4	Comparação	Selecionar a legenda Composição	E	categoria	outro	inicio	1a2	um	E	0	0	1	2	1	0	1	C	C
831	PR0031	Augusto	P4	Comparação	Ler o enunciado do problema	E	leitura	outro	inicio	1a2	dois	E	1	0	0	3	2	0	2	C	E
833	PR0031	Augusto	P4	Comparação	Ler o enunciado do problema	E	leitura	confirmacao	intermediaria1	3a5	tresmais	E	1	1	1	4	3	0	3	C	C
835	PR0031	Augusto	P4	Comparação	Selecionar a legenda Comparação	C	categoria	outro	intermediaria1	3a5	tresmais	E	1	0	0	5	4	0	4	C	C
838	PR0031	Augusto	P4	Comparação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	intermediaria1	3a5	zero	C	0	0	0	6	4	1	0	E	E
839	PR0031	Augusto	P4	Comparação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	intermediaria1	3a5	zero	C	0	0	1	7	4	2	0	C	C
841	PR0031	Augusto	P4	Comparação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria2	3a5	zero	C	0	1	0	8	4	3	0	C	C
848	PR0032	Augusto	P1	Composição	Selecionar a legenda Composição	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
851	PR0032	Augusto	P1	Composição	Associar valor do enunciado a um elemento do modelo	C	posicionamento	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
852	PR0032	Augusto	P1	Composição	Associar valor do enunciado a um elemento do modelo	C	posicionamento	outro	inicio	zero	zero	C	0	0	1	3	0	2	0	E	C
854	PR0032	Augusto	P1	Composição	Informar resultado ou valor no modelo	C	resultado	diagrama	intermediaria1	zero	zero	C	0	1	0	4	0	3	0	E	C
860	PR0033	S08.06.10	01	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
866	PR0033	S08.06.10	01	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	C	0	0	1	2	0	1	0	E	C
868	PR0033	S08.06.10	01	Transformação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
870	PR0033	S08.06.10	01	Transformação	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	C	C
872	PR0033	S08.06.10	01	Transformação	Executar ação do sujeito	E	outra	interface	intermediaria1	1a2	um	E	1	1	0	5	1	3	1	E	E
874	PR0033	S08.06.10	01	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	dois	E	1	1	0	6	2	3	2	E	C
876	PR0033	S08.06.10	01	Transformação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria1	1a2	zero	C	0	0	0	7	2	4	0	C	C
878	PR0033	S08.06.10	01	Transformação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria2	3a5	um	E	1	1	1	8	3	4	1	E	C
882	PR0033	S08.06.10	01	Transformação	Associar incorretamente o estado inicial ao modelo	E	posicionamento	diagrama	intermediaria2	3a5	zero	C	1	0	0	9	3	5	0	C	C
884	PR0033	S08.06.10	01	Transformação	Informar o resultado	C	resultado	campo_resultado	intermediaria2	3a5	um	E	1	1	0	10	4	5	1	E	E
890	PR0034	S08.06.10	02	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
898	PR0034	S08.06.10	02	Categoria não determinada	Associar incorretamente o estado final ao modelo	E	posicionamento	diagrama	inicio	1a2	um	E	0	0	0	2	1	0	1	C	E
905	PR0034	S08.06.10	02	Categoria não determinada	Associar o número relativo ao modelo	C	posicionamento	diagrama	inicio	1a2	dois	E	0	0	1	3	2	0	2	E	E
907	PR0034	S08.06.10	02	Categoria não determinada	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	1a2	zero	C	0	0	0	4	2	1	0	E	C
916	PR0034	S08.06.10	02	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria1	1a2	zero	C	0	0	0	5	2	2	0	E	C
932	PR0034	S08.06.10	02	Categoria não determinada	Executar ação do sujeito	C	outra	interface	intermediaria1	3a5	um	E	0	0	0	6	3	2	1	C	E
938	PR0035	S08.06.10	04	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
940	PR0035	S08.06.10	04	Composição	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
952	PR0036	S08.06.10	05	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
956	PR0036	S08.06.10	05	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	E
958	PR0036	S08.06.10	05	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	inicio	zero	zero	C	0	0	0	3	0	2	0	C	C
960	PR0036	S08.06.10	05	Comparação	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	E	E
962	PR0036	S08.06.10	05	Comparação	Informar o resultado	C	resultado	campo_resultado	intermediaria1	zero	zero	C	1	0	0	5	0	4	0	C	C
969	PR0036	S08.06.10	05	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria1	zero	zero	C	0	0	0	6	0	5	0	C	C
973	PR0036	S08.06.10	05	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	0	7	0	6	0	E	E
975	PR0036	S08.06.10	05	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria2	zero	zero	C	0	0	0	8	0	7	0	C	C
977	PR0036	S08.06.10	05	Comparação	Associar incorretamente o estado final ao modelo	E	posicionamento	diagrama	intermediaria2	zero	zero	C	0	0	0	9	0	8	0	E	E
981	PR0036	S08.06.10	05	Comparação	Associar o estado inicial ao modelo	C	posicionamento	diagrama	intermediaria2	1a2	um	E	0	0	1	10	1	8	1	C	C
983	PR0036	S08.06.10	05	Comparação	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria2	1a2	zero	C	1	0	1	11	1	9	0	C	C
990	PR0037	S01	01	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
995	PR0037	S01	01	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	E
1000	PR0037	S01	01	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	dois	E	0	0	1	3	2	0	2	E	E
1002	PR0037	S01	01	Categoria não determinada	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria1	3a5	tresmais	E	0	0	1	4	3	0	3	E	E
1008	PR0037	S01	01	Categoria não determinada	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	intermediaria1	3a5	tresmais	E	0	0	0	5	4	0	4	E	C
1010	PR0037	S01	01	Categoria não determinada	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	intermediaria1	3a5	tresmais	E	1	0	1	6	5	0	5	C	C
1020	PR0038	S01	02	Divisão por cotas	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1026	PR0038	S01	02	Divisão por cotas	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	1	0	0	2	0	1	0	E	C
1027	PR0038	S01	02	Divisão por cotas	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
1028	PR0038	S01	02	Divisão por cotas	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
1029	PR0038	S01	02	Divisão por cotas	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	5	0	4	0	C	C
1035	PR0039	S01	03	Multiplicação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
1039	PR0039	S01	03	Multiplicação	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
1040	PR0039	S01	03	Multiplicação	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
1041	PR0039	S01	03	Multiplicação	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
1042	PR0039	S01	03	Multiplicação	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	5	0	4	0	C	C
1048	PR0040	S01	04	Divisão por cotas	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
1050	PR0040	S01	04	Divisão por cotas	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
1055	PR0040	S01	04	Divisão por cotas	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	inicio	1a2	zero	C	0	0	0	3	1	1	0	E	C
1057	PR0040	S01	04	Divisão por cotas	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	1	0	1	4	2	1	1	C	C
1058	PR0040	S01	04	Divisão por cotas	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	5	2	2	0	C	C
1059	PR0040	S01	04	Divisão por cotas	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	6	2	3	0	C	C
1064	PR0041	S01	05	Divisão por partes	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	E
1071	PR0041	S01	05	Divisão por partes	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	1	0	0	2	0	1	0	C	C
1072	PR0041	S01	05	Divisão por partes	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
1073	PR0041	S01	05	Divisão por partes	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
1074	PR0041	S01	05	Divisão por partes	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	5	0	4	0	C	C
1082	PR0042	S01	06	Categoria não determinada	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1083	PR0042	S01	06	Categoria não determinada	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	2	0	1	0	C	C
1084	PR0042	S01	06	Categoria não determinada	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
1085	PR0042	S01	06	Categoria não determinada	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
1090	PR0043	S01	07	Divisão por cotas	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1101	PR0044	S04	01	Multiplicação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
1105	PR0044	S04	01	Multiplicação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
1109	PR0044	S04	01	Multiplicação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	dois	E	0	0	1	3	2	0	2	E	C
1120	PR0044	S04	01	Multiplicação	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	1	0	4	2	1	0	E	C
1122	PR0044	S04	01	Multiplicação	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	0	1	5	2	2	0	C	C
1127	PR0045	S04	02	Divisão por partes	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1138	PR0045	S04	02	Divisão por partes	Associar um elemento ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	1	1	0	2	0	1	0	C	C
1140	PR0045	S04	02	Divisão por partes	Associar um elemento ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	1	0	1	3	0	2	0	C	C
1145	PR0046	S04	03	Multiplicação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1156	PR0046	S04	03	Multiplicação	Associar um elemento ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	1	1	0	2	0	1	0	E	C
1158	PR0046	S04	03	Multiplicação	Associar um elemento ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	1	0	1	3	0	2	0	C	C
1163	PR0047	S04	04	Divisão por partes	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	E
1167	PR0047	S04	04	Divisão por partes	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	E
1172	PR0047	S04	04	Divisão por partes	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	inicio	1a2	zero	C	0	0	0	3	1	1	0	E	E
1180	PR0047	S04	04	Divisão por partes	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	1	4	2	1	1	C	C
1182	PR0047	S04	04	Divisão por partes	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	0	1	5	2	2	0	C	C
1187	PR0048	S04	05	Divisão por cotas	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	E
1191	PR0048	S04	05	Divisão por cotas	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	E
1202	PR0048	S04	05	Divisão por cotas	Associar um elemento ao modelo	C	posicionamento	diagrama	inicio	1a2	zero	C	1	1	0	3	1	1	0	C	C
1204	PR0048	S04	05	Divisão por cotas	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	0	1	4	1	2	0	C	C
1209	PR0049	S04	06	Divisão por cotas	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
1213	PR0049	S04	06	Divisão por cotas	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
1224	PR0049	S04	06	Divisão por cotas	Associar um elemento ao modelo	C	posicionamento	diagrama	inicio	1a2	zero	C	1	1	0	3	1	1	0	E	C
1226	PR0049	S04	06	Divisão por cotas	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	0	1	4	1	2	0	C	C
1231	PR0050	S04	07	Divisão por partes	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
1242	PR0050	S04	07	Divisão por partes	Associar um elemento ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	1	1	0	2	0	1	0	E	C
1244	PR0050	S04	07	Divisão por partes	Associar um elemento ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	1	0	1	3	0	2	0	C	C
1249	PR0051	S9	01	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	E
1251	PR0051	S9	01	Transformação	Executar ação do sujeito	E	outra	interface	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1253	PR0051	S9	01	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	0	3	1	1	1	E	C
1258	PR0051	S9	01	Transformação	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	1	0	4	1	2	0	E	E
1259	PR0051	S9	01	Transformação	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	um	E	0	0	1	5	2	2	1	C	E
1263	PR0051	S9	01	Transformação	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	intermediaria1	3a5	dois	E	1	1	1	6	3	2	2	E	C
1266	PR0051	S9	01	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	3a5	tresmais	E	1	1	1	7	4	2	3	E	C
1268	PR0051	S9	01	Transformação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria2	3a5	zero	C	0	0	0	8	4	3	0	C	E
1273	PR0051	S9	01	Transformação	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	um	E	0	1	0	9	5	3	1	E	E
1275	PR0051	S9	01	Transformação	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	intermediaria2	3a5	zero	C	1	0	1	10	5	4	0	C	E
1276	PR0051	S9	01	Transformação	Informar o resultado	E	resultado	campo_resultado	intermediaria2	6mais	um	E	0	0	0	11	6	4	1	E	E
1278	PR0051	S9	01	Transformação	Executar ação do sujeito	C	outra	interface	intermediaria2	6mais	dois	E	1	1	0	12	7	4	2	E	E
1283	PR0052	S9	02	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	E
1289	PR0052	S9	02	Transformação	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	1	0	2	0	1	0	E	E
1292	PR0052	S9	02	Transformação	Associar incorretamente o número relativo ao modelo	E	posicionamento	diagrama	inicio	1a2	um	E	0	0	1	3	1	1	1	C	C
1294	PR0052	S9	02	Transformação	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	dois	E	0	0	1	4	2	1	2	E	E
1302	PR0052	S9	02	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	3a5	tresmais	E	0	0	1	5	3	1	3	E	E
1306	PR0052	S9	02	Transformação	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	3a5	zero	C	1	0	1	6	3	2	0	C	C
