ordem_global	id_protocolo	sujeito	problema_quadro	categoria	tarefa	avaliacao_ce	task_family	artifact_family	fase_protocolo	historico_erros	consecutivos_bin	ultima_avaliacao	feedback_previo	ajuda_previa	repete_familia	posicao_rotulada	erros_anteriores	acertos_anteriores	erros_consecutivos_antes	pred_j48_cv	pred_part_cv
1980	PR0076	S21.07.10	01	Transformação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria2	6mais	dois	E	1	1	1	10	6	3	2	E	C
1982	PR0076	S21.07.10	01	Transformação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria2	6mais	tresmais	E	1	1	1	11	7	3	3	E	C
1992	PR0076	S21.07.10	01	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria2	6mais	tresmais	E	0	0	0	12	8	3	4	E	E
2002	PR0076	S21.07.10	01	Transformação	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria2	6mais	zero	C	1	0	0	13	8	4	0	E	C
2005	PR0077	S21.07.10	03	Comparação	Ler o enunciado	C	leitura	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
2007	PR0077	S21.07.10	03	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
2009	PR0077	S21.07.10	03	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	3	0	2	0	C	C
2013	PR0077	S21.07.10	03	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	E	C
2015	PR0077	S21.07.10	03	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	zero	zero	C	0	0	0	5	0	4	0	E	C
2017	PR0077	S21.07.10	03	Comparação	Executar ação do sujeito	E	outra	interface	intermediaria1	zero	zero	C	1	0	0	6	0	5	0	C	C
2023	PR0077	S21.07.10	03	Comparação	Executar ação do sujeito	C	outra	interface	intermediaria1	1a2	um	E	0	0	1	7	1	5	1	E	C
2029	PR0078	S21.07.10	04	Composição	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
2033	PR0078	S21.07.10	04	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
2035	PR0078	S21.07.10	04	Composição	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	1a2	zero	C	0	0	0	3	1	1	0	C	C
2037	PR0078	S21.07.10	04	Composição	Associar o todo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	1	0	4	1	2	0	E	E
2039	PR0078	S21.07.10	04	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	0	1	5	1	3	0	C	C
2044	PR0079	S21.07.10	05	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2046	PR0079	S21.07.10	05	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
2048	PR0079	S21.07.10	05	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	1	0	3	0	2	0	E	E
2054	PR0079	S21.07.10	05	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	1a2	um	E	0	0	0	4	1	2	1	C	E
2056	PR0079	S21.07.10	05	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	0	0	5	1	3	0	E	E
2060	PR0079	S21.07.10	05	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria1	1a2	zero	C	0	0	0	6	1	4	0	C	C
2064	PR0079	S21.07.10	05	Comparação	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria1	1a2	zero	C	0	0	1	7	1	5	0	E	C
2066	PR0079	S21.07.10	05	Comparação	Identificar o elemento representativo	E	simbolo_categoria	outro	intermediaria2	1a2	um	E	0	0	0	8	2	5	1	C	E
2068	PR0079	S21.07.10	05	Comparação	Associar o estado inicial ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	dois	E	0	1	0	9	3	5	2	E	E
2070	PR0079	S21.07.10	05	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria2	3a5	zero	C	0	0	0	10	3	6	0	C	C
2072	PR0079	S21.07.10	05	Comparação	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	zero	C	1	0	0	11	3	7	0	E	E
2078	PR0080	S(01-06-10)	01	Transformação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
2083	PR0080	S(01-06-10)	01	Transformação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	C	C
2091	PR0080	S(01-06-10)	01	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	dois	E	0	0	1	3	2	0	2	C	C
2094	PR0080	S(01-06-10)	01	Transformação	Associar o estado inicial ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	0	4	2	1	0	C	C
2097	PR0080	S(01-06-10)	01	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	5	2	2	0	E	C
2098	PR0080	S(01-06-10)	01	Transformação	Informar o resultado	C	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	0	0	6	2	3	0	C	C
2105	PR0081	S(01-06-10)	02	Transformação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
2109	PR0081	S(01-06-10)	02	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
2112	PR0081	S(01-06-10)	02	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	zero	C	0	0	1	3	1	1	0	E	C
2114	PR0081	S(01-06-10)	02	Transformação	Identificar o elemento representativo	E	simbolo_categoria	outro	intermediaria1	1a2	zero	C	0	0	0	4	1	2	0	C	C
2117	PR0081	S(01-06-10)	02	Transformação	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria1	1a2	um	E	0	0	0	5	2	2	1	E	C
2119	PR0081	S(01-06-10)	02	Transformação	Identificar o elemento representativo	E	simbolo_categoria	outro	intermediaria1	3a5	dois	E	0	0	0	6	3	2	2	E	E
2125	PR0081	S(01-06-10)	02	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria1	3a5	tresmais	E	0	1	0	7	4	2	3	E	C
2128	PR0081	S(01-06-10)	02	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria2	3a5	zero	C	0	0	1	8	4	3	0	E	C
2130	PR0081	S(01-06-10)	02	Transformação	Identificar o elemento representativo	E	simbolo_categoria	outro	intermediaria2	3a5	zero	C	0	0	0	9	4	4	0	C	C
2133	PR0081	S(01-06-10)	02	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria2	3a5	um	E	0	0	0	10	5	4	1	E	E
2135	PR0081	S(01-06-10)	02	Transformação	Identificar o elemento representativo	C	simbolo_categoria	outro	intermediaria2	3a5	zero	C	0	0	0	11	5	5	0	C	C
2144	PR0081	S(01-06-10)	02	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	zero	C	0	1	0	12	5	6	0	E	C
2147	PR0081	S(01-06-10)	02	Transformação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria2	3a5	zero	C	0	0	0	13	5	7	0	E	C
2148	PR0081	S(01-06-10)	02	Transformação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria2	6mais	um	E	0	0	1	14	6	7	1	C	E
2151	PR0081	S(01-06-10)	02	Transformação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria2	6mais	dois	E	1	1	1	15	7	7	2	E	E
2154	PR0081	S(01-06-10)	02	Transformação	Definir o sinal do número relativo	C	sinal	controle_sinal	tardia	6mais	tresmais	E	1	1	1	16	8	7	3	E	E
2159	PR0081	S(01-06-10)	02	Transformação	Associar o estado final ao modelo	C	posicionamento	diagrama	tardia	6mais	zero	C	0	0	0	17	8	8	0	E	C
2162	PR0081	S(01-06-10)	02	Transformação	Associar o estado inicial ao modelo	C	posicionamento	diagrama	tardia	6mais	zero	C	1	0	1	18	8	9	0	C	C
2164	PR0081	S(01-06-10)	02	Transformação	Informar o resultado	C	resultado	campo_resultado	tardia	6mais	zero	C	1	0	0	19	8	10	0	C	C
2171	PR0082	S(01-06-10)	03	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
2173	PR0082	S(01-06-10)	03	Composição	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
2176	PR0082	S(01-06-10)	03	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
2178	PR0082	S(01-06-10)	03	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
2180	PR0082	S(01-06-10)	03	Composição	Associar o todo ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	1	0	1	5	0	4	0	C	C
2187	PR0083	S(01-06-10)	04	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
2189	PR0083	S(01-06-10)	04	Composição	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
2194	PR0083	S(01-06-10)	04	Composição	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	1	0	3	0	2	0	E	C
2206	PR0083	S(01-06-10)	04	Composição	Associar o todo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	1	4	1	2	1	C	E
2207	PR0083	S(01-06-10)	04	Composição	Informar o resultado	C	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	0	0	5	1	3	0	C	C
2214	PR0084	S(01-06-10)	05	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2216	PR0084	S(01-06-10)	05	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
2220	PR0084	S(01-06-10)	05	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
2225	PR0084	S(01-06-10)	05	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	um	E	0	0	1	4	1	2	1	C	C
2229	PR0084	S(01-06-10)	05	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	dois	E	0	1	1	5	2	2	2	C	C
2232	PR0084	S(01-06-10)	05	Comparação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria1	1a2	zero	C	0	0	0	6	2	3	0	C	C
2237	PR0084	S(01-06-10)	05	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	3a5	um	E	0	0	1	7	3	3	1	C	C
2241	PR0084	S(01-06-10)	05	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	zero	C	0	0	0	8	3	4	0	E	C
2246	PR0084	S(01-06-10)	05	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	zero	C	1	0	1	9	3	5	0	C	C
2249	PR0084	S(01-06-10)	05	Comparação	Informar o resultado	C	resultado	campo_resultado	intermediaria2	3a5	zero	C	1	0	0	10	3	6	0	C	C
2251	PR0084	S(01-06-10)	05	Comparação	Informar o resultado	E	resultado	campo_resultado	intermediaria2	3a5	zero	C	1	1	1	11	3	7	0	E	E
2254	PR0084	S(01-06-10)	05	Comparação	Informar o resultado	C	resultado	campo_resultado	intermediaria2	3a5	um	E	1	1	1	12	4	7	1	E	E
2261	PR0085	S(01-06-10)	06	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2265	PR0085	S(01-06-10)	06	Comparação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	C	0	0	1	2	0	1	0	E	C
2270	PR0085	S(01-06-10)	06	Comparação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	3	1	1	1	E	C
2275	PR0085	S(01-06-10)	06	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria1	1a2	dois	E	0	0	1	4	2	1	2	E	C
2277	PR0085	S(01-06-10)	06	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	intermediaria1	1a2	zero	C	0	0	0	5	2	2	0	C	C
2283	PR0085	S(01-06-10)	06	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	1	0	6	2	3	0	E	E
2289	PR0085	S(01-06-10)	06	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria1	3a5	um	E	0	0	1	7	3	3	1	C	C
2295	PR0085	S(01-06-10)	06	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria2	3a5	dois	E	0	0	1	8	4	3	2	E	C
2300	PR0085	S(01-06-10)	06	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	tresmais	E	0	0	1	9	5	3	3	E	C
2308	PR0086	Aldenira	01	Composição	Identificar o tipo de problema	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2311	PR0086	Aldenira	01	Composição	Associar a primeira parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	E
2312	PR0086	Aldenira	01	Composição	Associar a segunda parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2314	PR0086	Aldenira	01	Composição	Entrar com o resultado	C	resultado	outro	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	C	C
2321	PR0087	Aldenira	Novo	Composição	Identificar o tipo de problema	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2324	PR0087	Aldenira	Novo	Composição	Associar incorretamente o total a uma parte	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	E
2325	PR0087	Aldenira	Novo	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	1a2	um	E	0	0	1	3	1	1	1	C	C
2326	PR0087	Aldenira	Novo	Composição	Associar incorretamente a resposta ao todo	E	posicionamento	campo_resultado	intermediaria1	1a2	zero	C	0	0	1	4	1	2	0	C	C
2328	PR0087	Aldenira	Novo	Composição	Justificar a tentativa realizada	E	outra	diagrama	intermediaria1	1a2	um	E	1	1	0	5	2	2	1	E	C
2330	PR0087	Aldenira	Novo	Composição	Repetir associação incorreta do total	E	outra	diagrama	intermediaria1	3a5	dois	E	0	0	1	6	3	2	2	E	C
2331	PR0087	Aldenira	Novo	Composição	Repetir associação da parte conhecida	C	outra	diagrama	intermediaria1	3a5	tresmais	E	0	0	1	7	4	2	3	E	C
2332	PR0087	Aldenira	Novo	Composição	Repetir associação incorreta da resposta	E	outra	campo_resultado	intermediaria2	3a5	zero	C	0	0	1	8	4	3	0	C	C
2337	PR0087	Aldenira	Novo	Composição	Executar a ação na ajuda	C	ajuda	ajuda_concreta	intermediaria2	3a5	um	E	0	1	0	9	5	3	1	E	C
2339	PR0087	Aldenira	Novo	Composição	Informar valor da parte conhecida	C	resultado	campo_resultado	intermediaria2	3a5	zero	C	0	1	0	10	5	4	0	C	C
2342	PR0087	Aldenira	Novo	Composição	Repetir associação incorreta do total	E	outra	diagrama	intermediaria2	3a5	zero	C	0	1	0	11	5	5	0	E	C
2343	PR0087	Aldenira	Novo	Composição	Repetir associação da parte conhecida	C	outra	diagrama	intermediaria2	6mais	um	E	0	0	1	12	6	5	1	C	C
2344	PR0087	Aldenira	Novo	Composição	Repetir associação incorreta da resposta	E	outra	campo_resultado	intermediaria2	6mais	zero	C	0	0	1	13	6	6	0	C	C
2346	PR0087	Aldenira	Novo	Composição	Expressar dúvida sobre o modelo	E	duvida	diagrama	intermediaria2	6mais	um	E	1	1	0	14	7	6	1	E	C
2350	PR0087	Aldenira	Novo	Composição	Associar corretamente o total ao todo	C	posicionamento	diagrama	intermediaria2	6mais	dois	E	0	0	0	15	8	6	2	E	E
2351	PR0087	Aldenira	Novo	Composição	Associar corretamente a parte conhecida	C	posicionamento	diagrama	tardia	6mais	zero	C	0	0	1	16	8	7	0	C	C
2353	PR0087	Aldenira	Novo	Composição	Entrar com o resultado	C	resultado	diagrama	tardia	6mais	zero	C	0	0	0	17	8	8	0	E	C
2360	PR0088	Aldenira	04	Comparação	Identificar o tipo de problema	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2363	PR0088	Aldenira	04	Comparação	Associar incorretamente o referente ao número relativo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
2370	PR0088	Aldenira	04	Comparação	Associar o referente ao modelo	C	posicionamento	diagrama	inicio	1a2	um	E	0	0	1	3	1	1	1	C	C
2371	PR0088	Aldenira	04	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	4	1	2	0	C	C
2372	PR0088	Aldenira	04	Comparação	Entrar com resultado incorreto	E	resultado	diagrama	intermediaria1	1a2	zero	C	0	0	0	5	1	3	0	E	C
2374	PR0088	Aldenira	04	Comparação	Corrigir o resultado	C	resultado	diagrama	intermediaria1	1a2	um	E	1	1	1	6	2	3	1	C	C
2381	PR0089	Aldenira	03	Transformação	Identificar o tipo de problema	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
2386	PR0089	Aldenira	03	Transformação	Associar o valor gasto ao número relativo sem sinal	E	sinal	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
2389	PR0089	Aldenira	03	Transformação	Associar corretamente o número relativo	C	posicionamento	diagrama	inicio	1a2	um	E	1	1	0	3	1	1	1	E	E
2390	PR0089	Aldenira	03	Transformação	Associar o estado final	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	4	1	2	0	E	C
2392	PR0089	Aldenira	03	Transformação	Entrar com o resultado	C	resultado	diagrama	intermediaria1	1a2	zero	C	0	0	0	5	1	3	0	C	C
2397	PR0090	Glaudionor	P1	Composição	Selecionar a legenda Composição	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2399	PR0090	Glaudionor	P1	Composição	Associar valor do enunciado a um elemento do modelo	C	posicionamento	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
2400	PR0090	Glaudionor	P1	Composição	Associar valor do enunciado a um elemento do modelo	C	posicionamento	outro	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2402	PR0090	Glaudionor	P1	Composição	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	zero	zero	C	0	1	0	4	0	3	0	C	C
2407	PR0091	Glaudionor	P2	Transformação	Selecionar a legenda Transformação	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2410	PR0091	Glaudionor	P2	Transformação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	E
2411	PR0091	Glaudionor	P2	Transformação	Associar valor do enunciado a um elemento do modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2413	PR0091	Glaudionor	P2	Transformação	Informar valor ou número relativo no modelo	E	resultado	campo_resultado	intermediaria1	1a2	um	E	1	0	0	4	1	2	1	E	E
2415	PR0091	Glaudionor	P2	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	1a2	dois	E	1	0	1	5	2	2	2	E	C
2417	PR0091	Glaudionor	P2	Transformação	Informar valor ou número relativo no modelo	E	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	1	1	6	2	3	0	E	C
2419	PR0091	Glaudionor	P2	Transformação	Confirmar a mensagem da interface	C	confirmacao	confirmacao	intermediaria1	3a5	um	E	1	0	0	7	3	3	1	E	E
2424	PR0092	Glaudionor	P4	Comparação	Selecionar a legenda Comparação	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2426	PR0092	Glaudionor	P4	Comparação	Associar valor do enunciado a um elemento do modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	E
2428	PR0092	Glaudionor	P4	Comparação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	inicio	1a2	um	E	1	0	1	3	1	1	1	C	C
2429	PR0092	Glaudionor	P4	Comparação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	0	0	4	1	2	0	C	C
2431	PR0092	Glaudionor	P4	Comparação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	1	1	5	1	3	0	E	C
2436	PR0093	Glaudionor	P3	Transformação	Selecionar a legenda Transformação	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
2438	PR0093	Glaudionor	P3	Transformação	Ler o enunciado do problema	C	leitura	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
2439	PR0093	Glaudionor	P3	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
2441	PR0093	Glaudionor	P3	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	zero	zero	C	0	1	1	4	0	3	0	E	E
2446	PR0094	Glaudionor	P5	Comparação	Selecionar a legenda Comparação	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2448	PR0094	Glaudionor	P5	Comparação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	E
2449	PR0094	Glaudionor	P5	Comparação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	inicio	zero	zero	C	0	0	0	3	0	2	0	C	C
2451	PR0094	Glaudionor	P5	Comparação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	zero	zero	C	0	1	1	4	0	3	0	E	C
2456	PR0095	Glaudionor	Erro proposital - P3	Transformação	Selecionar a legenda Comparação	E	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2459	PR0095	Glaudionor	Erro proposital - P3	Transformação	Selecionar a legenda Composição	E	categoria	outro	inicio	1a2	um	E	1	0	1	2	1	0	1	C	C
2463	PR0095	Glaudionor	Erro proposital - P3	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	inicio	1a2	dois	E	0	0	0	3	2	0	2	E	E
2464	PR0095	Glaudionor	Erro proposital - P3	Transformação	Informar valor ou número relativo no modelo	E	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	0	1	4	2	1	0	E	C
2478	PR0095	Glaudionor	Erro proposital - P3	Transformação	Informar resultado ou valor no modelo	C	resultado	diagrama	intermediaria1	3a5	um	E	0	0	1	5	3	1	1	E	C
2480	PR0095	Glaudionor	Erro proposital - P3	Transformação	Informar resultado ou valor no modelo	C	resultado	confirmacao	intermediaria1	3a5	zero	C	0	1	1	6	3	2	0	E	C
2482	PR0095	Glaudionor	Erro proposital - P3	Transformação	Informar valor ou número relativo no modelo	E	resultado	outro	intermediaria1	3a5	zero	C	0	0	1	7	3	3	0	E	C
2485	PR0095	Glaudionor	Erro proposital - P3	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria2	3a5	um	E	1	1	1	8	4	3	1	E	C
2486	PR0095	Glaudionor	Erro proposital - P3	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria2	3a5	zero	C	0	0	1	9	4	4	0	E	E
2493	PR0096	Glaudionor	Erro proposital - P5	Comparação	Informar valor ou número relativo no modelo	C	resultado	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2494	PR0096	Glaudionor	Erro proposital - P5	Comparação	Informar valor ou número relativo no modelo	C	resultado	outro	inicio	zero	zero	C	0	0	1	2	0	1	0	C	C
2495	PR0096	Glaudionor	Erro proposital - P5	Comparação	Informar valor ou número relativo no modelo	E	resultado	outro	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2512	PR0096	Glaudionor	Erro proposital - P5	Comparação	Informar resultado ou valor no modelo	C	resultado	diagrama	intermediaria1	1a2	um	E	0	1	1	4	1	2	1	C	C
2515	PR0096	Glaudionor	Erro proposital - P5	Comparação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	1	1	5	1	3	0	E	E
2524	PR0097	Michele	P1	Composição	Selecionar a legenda Composição	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2527	PR0097	Michele	P1	Composição	Associar valor do enunciado a um elemento do modelo	C	posicionamento	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
2528	PR0097	Michele	P1	Composição	Associar valor do enunciado a um elemento do modelo	C	posicionamento	outro	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2530	PR0097	Michele	P1	Composição	Informar resultado ou valor no modelo	C	resultado	diagrama	intermediaria1	zero	zero	C	0	1	0	4	0	3	0	E	C
2537	PR0098	Michele	P2	Transformação	Selecionar a legenda Transformação	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2540	PR0098	Michele	P2	Transformação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
2541	PR0098	Michele	P2	Transformação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2543	PR0098	Michele	P2	Transformação	Informar resultado ou valor no modelo	E	resultado	diagrama	intermediaria1	zero	zero	C	0	1	0	4	0	3	0	C	C
2548	PR0098	Michele	P2	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	1a2	um	E	0	0	1	5	1	3	1	E	C
2550	PR0098	Michele	P2	Transformação	Realizar ação no modelo	C	outra	diagrama	intermediaria1	1a2	zero	C	0	0	0	6	1	4	0	E	C
2557	PR0099	Michele	P3	Transformação	Selecionar a legenda Transformação	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2560	PR0099	Michele	P3	Transformação	Ler o enunciado do problema	E	leitura	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
2563	PR0099	Michele	P3	Transformação	Ler o enunciado do problema	C	leitura	diagrama	inicio	1a2	um	E	1	0	1	3	1	1	1	E	E
2564	PR0099	Michele	P3	Transformação	Associar valor do enunciado a um elemento do modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	0	4	1	2	0	E	C
2567	PR0099	Michele	P3	Transformação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	1	0	1	5	2	2	1	E	E
