@relation protocolos_gerard

@attribute categoria {'Categoria não determinada','Comparação','Composição','Divisão por cotas','Divisão por partes','Multiplicação','Transformação'}
@attribute task_family {'ajuda','categoria','confirmacao','duvida','leitura','outra','posicionamento','resultado','simbolo_categoria','sinal'}
@attribute artifact_family {'ajuda_concreta','campo_resultado','confirmacao','controle_sinal','diagrama','interface','menu_categoria','outro'}
@attribute fase_protocolo {'inicio','intermediaria1','intermediaria2','tardia'}
@attribute historico_erros {'1a2','3a5','6mais','zero'}
@attribute consecutivos_bin {'dois','tresmais','um','zero'}
@attribute ultima_avaliacao {'C','E','INICIO'}
@attribute feedback_previo {'0','1'}
@attribute ajuda_previa {'0','1'}
@attribute repete_familia {'0','1'}
@attribute classe {C,E}

@data
'Comparação','categoria','outro','inicio','zero','zero','INICIO','0','0','0',C
'Comparação','posicionamento','diagrama','inicio','zero','zero','C','0','0','0',C
'Comparação','posicionamento','diagrama','inicio','zero','zero','C','0','0','1',E
'Comparação','posicionamento','diagrama','intermediaria1','1a2','um','E','1','0','1',C
'Comparação','resultado','outro','intermediaria1','1a2','zero','C','0','0','0',C
'Composição','categoria','outro','inicio','zero','zero','INICIO','0','0','0',C
'Composição','posicionamento','outro','inicio','zero','zero','C','0','0','0',C
'Composição','posicionamento','outro','inicio','zero','zero','C','0','0','1',C
'Composição','resultado','diagrama','intermediaria1','zero','zero','C','0','1','0',E
'Composição','ajuda','outro','intermediaria1','1a2','um','E','1','1','0',C
'Composição','ajuda','diagrama','intermediaria1','1a2','zero','C','0','1','1',C
'Composição','ajuda','diagrama','intermediaria1','1a2','zero','C','0','0','1',C
'Composição','ajuda','diagrama','intermediaria2','1a2','zero','C','0','0','1',C
'Composição','ajuda','diagrama','intermediaria2','1a2','zero','C','0','0','1',C
'Composição','ajuda','diagrama','intermediaria2','1a2','zero','C','0','0','1',C
'Composição','ajuda','diagrama','intermediaria2','1a2','zero','C','0','0','1',C
'Composição','ajuda','diagrama','intermediaria2','1a2','zero','C','0','0','1',C
'Composição','ajuda','diagrama','intermediaria2','1a2','zero','C','0','0','1',C
'Composição','ajuda','diagrama','intermediaria2','1a2','zero','C','0','0','1',C
'Composição','ajuda','diagrama','intermediaria2','1a2','zero','C','0','0','1',C
'Composição','ajuda','diagrama','tardia','1a2','zero','C','0','0','1',C
'Composição','resultado','diagrama','tardia','1a2','zero','C','0','0','0',C
'Transformação','leitura','confirmacao','inicio','zero','zero','INICIO','0','0','0',E
'Transformação','resultado','diagrama','inicio','1a2','um','E','0','1','0',C
'Transformação','resultado','confirmacao','inicio','1a2','zero','C','0','1','1',C
'Transformação','confirmacao','confirmacao','inicio','zero','zero','INICIO','0','0','0',E
'Transformação','confirmacao','confirmacao','inicio','1a2','um','E','1','0','1',E
'Transformação','confirmacao','confirmacao','inicio','1a2','dois','E','1','0','1',E
'Transformação','outra','diagrama','intermediaria1','3a5','tresmais','E','1','1','0',C
'Transformação','outra','confirmacao','intermediaria1','3a5','zero','C','0','1','1',C
'Transformação','categoria','outro','inicio','zero','zero','INICIO','0','0','0',C
'Transformação','posicionamento','diagrama','inicio','zero','zero','C','0','0','0',C
'Transformação','posicionamento','diagrama','inicio','zero','zero','C','0','0','1',E
'Transformação','ajuda','ajuda_concreta','intermediaria1','1a2','um','E','0','1','0',C
'Transformação','resultado','campo_resultado','intermediaria1','1a2','zero','C','0','1','0',C
'Transformação','outra','diagrama','intermediaria1','1a2','zero','C','0','0','0',E
'Transformação','posicionamento','diagrama','intermediaria1','1a2','um','E','0','0','0',C
'Transformação','outra','diagrama','intermediaria2','1a2','zero','C','0','0','0',E
'Transformação','resultado','diagrama','intermediaria2','3a5','um','E','0','0','0',E
'Transformação','outra','diagrama','intermediaria2','3a5','dois','E','0','1','0',E
'Transformação','resultado','diagrama','intermediaria2','3a5','tresmais','E','1','1','0',E
'Transformação','outra','diagrama','intermediaria2','6mais','tresmais','E','0','1','0',E
'Transformação','sinal','diagrama','intermediaria2','6mais','tresmais','E','1','0','0',E
'Transformação','sinal','diagrama','intermediaria2','6mais','tresmais','E','1','1','1',E
'Transformação','posicionamento','diagrama','intermediaria2','6mais','tresmais','E','1','1','0',C
'Transformação','posicionamento','diagrama','tardia','6mais','zero','C','0','0','1',C
'Transformação','resultado','diagrama','tardia','6mais','zero','C','0','0','0',E
'Transformação','resultado','diagrama','tardia','6mais','um','E','0','0','1',C
'Comparação','categoria','outro','inicio','zero','zero','INICIO','0','0','0',C
'Comparação','posicionamento','diagrama','inicio','zero','zero','C','0','0','0',C
'Comparação','sinal','diagrama','inicio','zero','zero','C','0','0','0',E
'Comparação','posicionamento','diagrama','intermediaria1','1a2','um','E','1','1','0',E
'Comparação','posicionamento','diagrama','intermediaria1','1a2','dois','E','1','1','1',E
'Comparação','outra','diagrama','intermediaria1','3a5','tresmais','E','0','1','0',C
'Comparação','sinal','diagrama','intermediaria1','3a5','zero','C','0','1','0',E
'Comparação','posicionamento','diagrama','intermediaria2','3a5','um','E','0','1','0',C
'Composição','categoria','outro','inicio','zero','zero','INICIO','0','0','0',C
'Composição','posicionamento','diagrama','inicio','zero','zero','C','0','0','0',E
'Composição','posicionamento','diagrama','inicio','1a2','um','E','0','0','1',C
'Composição','posicionamento','diagrama','intermediaria1','1a2','zero','C','0','0','1',C
'Composição','resultado','diagrama','intermediaria1','1a2','zero','C','0','0','0',C
